Cap ID,Site,Year,Species,Tissue,Num,Length,Weight,Sample weight,As,Cd,Cu,Pb,Se,Zn
441,GC,2021,LL,g,14,423,625,0.4282,1.064013841,0.419550173,9.597750865,2.102076125,3.066608997,247.9714533
522,GC,2022,LL,g,14,156,10,0.0524,0.379241517,0.109780439,7.215568862,0.489021956,7.4750499,202.0259481
528,GC,2021,LL,g,1,281,210,0.0682,0.336700337,1.515151515,842.1717172,0.084175084,26.89393939,160.5639731
531,BG,2021,LL,g,3,246,165,0.0937,1.235521236,0.501930502,12.7027027,1.776061776,2.586872587,501.003861
541,GC,2021,LL,g,10,369,495,0.2941,0.619834711,0.289256198,4.669421488,0.702479339,2.272727273,501.7768595
2,DL,2021,LL,l,1,254,184,0.0888,1.197663096,0.925024343,1184.269718,0.111976631,9.488802337,131.6747809
7,DL,2021,LL,l,3,158,42,0.0519,0.874485597,0.787037037,427.6748971,0.118312757,6.399176955,193.5493827
10,DL,2021,LL,l,4,141,28,0.0288,1.210790464,1.104140527,429.1781681,0.30740276,8.067754078,210.0439147
13,DL,2021,LL,l,5,392,564,0.1327,1.729711142,1.341127923,1981.963549,0.251031637,11.2826685,148.105227
16,DL,2021,LL,l,6,167,52,0.1382,17.04013378,1.031215162,343.1047938,0.200668896,7.441471572,204.6878484
19,DL,2021,LL,l,7,188,74,0.1206,1.237845924,0.781600598,466.9745699,0.254300673,6.133133882,213.9304413
22,DL,2021,LL,l,8,183,72,0.4051,1.528964862,1.182336182,434.7103514,0.375118708,8.290598291,166.8328585
26,DL,2021,LL,l,13,436,716.67536,0.2698,1.146272855,5.636427567,4012.876231,0.604781997,13.13994374,195.2355837
28,DL,2021,LL,l,14,147,36.28736,0.344,0.733652313,0.518341308,365.661882,0.28708134,6.275917065,197.3524721
204,DL,2022,LL,l,103,166,45,0.2966,0.063511831,0.01867995,31.96699875,0.009339975,1.353051059,13.90348692
207,DL,2022,LL,l,102,186,100,0.0969,0.896907216,0.924398625,389.1030928,0.16838488,6.591065292,142.8522337
208,DL,2022,LL,l,101,340,360,0.1529,0.91995842,1.153846154,1151.049896,0.150727651,9.636174636,161.3825364
212,DL,2022,LL,l,104,175,60,0.1503,1.003118503,0.680873181,467.1309771,0.155925156,7.739085239,221.3565489
339,BG,2021,LL,l,10,205,95,0.0936,1.262245667,0.708364732,103.1763376,0.211002261,6.412961567,263.8696307
344,BG,2021,LL,l,9,280,230,0.1283,2.761144378,1.630073187,968.1636727,0.332667997,10.54557552,271.4570858
345,BG,2021,LL,l,8,150,35,0.0875,0.637096774,0.709677419,138.3306452,0.282258065,5.540322581,337.1612903
349,BG,2021,LL,l,7,198,80,0.1211,1.380443714,0.829909614,367.6663928,0.238290879,9.231717338,241.5036976
400,GC,2021,LL,l,4,181,70,0.4011,0.452079566,0.506329114,160.1582278,0.334538879,11.17088608,185.5153707
403,GC,2021,LL,l,1,281,210,0.3314,0.83573487,1.152737752,178.0835735,0.07204611,7.262247839,266.3256484
404,GC,2021,LL,l,3,175,60,0.2696,0.588235294,0.520361991,17.48868778,0.429864253,2.805429864,383.0995475
415,BG,2021,LL,l,9,280,230,0.0521,0.33153868,0.110512893,5.80051006,0.188438651,0.687163502,33.59875319
435,BG,2021,LL,l,1,235,155,0.1398,0.621890547,1.990049751,941.8739635,0.207296849,14.26202322,195.6467662
447,GC,2021,LL,l,14,423,625,0.0657,1.083032491,3.670276775,3577.075812,0.36101083,26.83513839,398.3754513
449,BG,2021,LL,l,4,310,325,0.0703,0.364520049,1.093560146,951.5188335,0.121506683,14.03402187,165.309842
505,GC,2021,LL,l,11,377,525,0.0682,0.487125957,1.461377871,914.5441893,0.208768267,16.63187196,231.8719555
513,BG,2021,LL,l,6,287,255,0.0767,0.486066105,0.777705768,437.0058328,0.129617628,9.850939728,187.8807518
1,DL,2021,LL,m,1,254,184,0.0536,0.426319561,0.008359207,1.130881299,0.013135897,1.086696919,24.35275854
6,DL,2021,LL,m,3,158,42,0.0696,0.394282898,0.004928536,1.35781173,0.019714145,1.034992607,31.61163135
9,DL,2021,LL,m,4,141,28,0.0573,0.439266616,0.06684492,2.725362872,0.024828113,1.508785332,45.2750191
12,DL,2021,LL,m,5,392,564,0.1295,0.675904977,0.005656109,1.199095023,0.007070136,0.852658371,22.04044118
15,DL,2021,LL,m,6,167,52,0.1217,1.189258312,0.007992327,1.118925831,0.014386189,1.226023018,30.60901535
18,DL,2021,LL,m,7,188,74,0.1382,0.468962392,0.006796556,1.346850929,0.015858632,0.797462619,34.26710467
21,DL,2021,LL,m,8,183,72,0.1543,1.609437047,0.005839757,1.271899089,0.014015417,1.334968465,25.13431441
27,DL,2021,LL,m,14,147,36.28736,0.4524,0.443021767,0.008962868,1.66837388,0.019206146,1.241997439,38.56081946
30,DL,2021,LL,m,13,436,716.67536,0.3953,0.613629801,0.00288767,0.99047069,0.012994513,0.929829627,15.10251227
201,DL,2022,LL,m,104,175,60,0.2088,0.767320261,0.003921569,1.186928105,0.011764706,1.349019608,27.16470588
202,DL,2022,LL,m,103,166,45,0.3867,0.452804378,0.008207934,1.10123119,0.009575923,1.755129959,23.40492476
206,DL,2022,LL,m,102,186,100,0.3073,0.656951744,0.003583373,1.254180602,0.010750119,0.846870521,25.97945533
210,DL,2022,LL,m,101,340,360,0.1033,0.73875803,0.001189626,1.017130621,0.004758506,0.819652629,20.11896265
311,BG,2022,LL,m,1,320,265,0.0509,0.388792891,0.013576895,1.466304616,0.006171316,1.06763762,31.36509504
312,BG,2022,LL,m,2,292,275,0.1449,0.316474416,0.002957705,1.02484472,0.008873114,1.140195209,22.12215321
313,BG,2022,LL,m,6,366,450,0.0977,0.14455152,0.005559674,1.247220163,0.012972572,1.056338028,26.82171979
316,BG,2022,LL,m,4,429,640,0.1474,1.128426172,0.004420866,0.984748011,0.008841733,1.151635721,24.89168877
318,BG,2022,LL,m,3,301,280,0.1089,0.563953488,0.005813953,1.393895349,0.00872093,1.216569767,34.35465116
338,BG,2021,LL,m,2,390,625,0.1034,0.517241379,0.003707824,1.820541342,0.003707824,1.203188728,28.61883574
340,BG,2021,LL,m,10,205,95,0.0567,2.245130281,0.007589173,1.335694409,0.011383759,1.746774602,30.41108019
342,BG,2021,LL,m,9,280,230,0.1499,0.861533685,0.004656939,1.244954983,0.015523129,0.965538653,19.4240919
347,BG,2021,LL,m,8,150,35,0.1125,0.875509017,0.002908668,1.332169866,0.008726003,1.524141943,34.60442118
348,BG,2021,LL,m,7,198,80,0.1182,1.93131695,0.007876497,5.459987398,0.006301197,1.43194707,34.95116572
406,GC,2022,LL,m,11,377,525,0.3335,0.330745342,0.100931677,3.251552795,0.052795031,1.161490683,60.38198758
407,GC,2022,LL,m,12,190,70,0.2909,0.973534972,0.458412098,12.60869565,0.623818526,5.883742911,159.3809074
419,GC,2021,LL,m,1,281,210,0.0382,1.026285273,0.003865481,1.23308852,0.005798222,1.242752223,24.46463085
422,GC,2022,LL,m,14,156,10,0.0501,0.343772939,0.006116956,1.392219232,0.024467825,3.5894299,55.2654759
423,GC,2022,LL,m,9,245,150,0.1388,0.334184265,0.008122534,1.147598051,0.004641448,1.446971455,56.83337201
425,GC,2022,LL,m,8,107,10,0.1106,0.429184549,0.107296137,4.885550787,0.032188841,1.824034335,82.9434907
427,GC,2021,LL,m,1,281,210,0.0888,0.211570643,0.003585943,1.011235955,0.002390629,0.937126464,15.68371982
430,BG,2021,LL,m,6,287,255,0.3802,0.472370766,0.001782531,1.064171123,0.005347594,0.903743316,17.28698752
434,BG,2021,LL,m,4,310,325,0.4309,0.999170813,0.012437811,2.740464345,0.012437811,2.039800995,49.06716418
534,BG,2021,LL,m,1,235,155,0.32,0.319390402,0.004863813,1.027885863,0.012970169,1.26459144,17.43514916
535,BG,2021,LL,m,9,280,230,0.3439,0.912711583,0.004978427,1.037172254,0.019913707,1.062064388,17.91901759
539,GC,2021,LL,m,11,377,525,0.3183,0.638250391,0.004463289,0.997545191,0.004463289,1.08234769,15.22874358
44,DL,2021,LNDC,m,1,69,na,0.0996,0.563380282,0.112676056,6.507042254,0.070422535,1.211267606,80.30985915
45,DL,2021,LNDC,m,2,61,na,0.365,0.420673077,0.036057692,4.663461538,0.084134615,0.733173077,102.1033654
46,DL,2021,LNDC,m,3,61,na,0.3529,0.273972603,0.119863014,4.674657534,0.102739726,1.455479452,92.82534247
305,BG,2022,LNDC,m,1,77,5,0.1515,0.165675446,0.28462192,3.802039082,0.046728972,2.090059473,60.60322855
523,GC,2021,LNDC,wb,1,32,48,0.0774,0.994764398,0.628272251,15.12041885,0.989528796,1.848167539,205.3350785
524,GC,2021,LNDC,wb,2,42,83,0.1412,0.863636364,0.608391608,10.2972028,0.548951049,1.622377622,161.0909091
532,BG,2021,Suckers,l,2,245,160,0.1307,1.521035599,0.938511327,75.97087379,0.258899676,3.365695793,152.1359223
533,BG,2021,Suckers,l,1,229,115,0.2638,2.740963855,0.436746988,35.57730924,4.603413655,1.887550201,187.7761044
353,BG,2021,Suckers,m,3,205,85,0.1294,0.468493151,0.010958904,0.976712329,0.006849315,0.623287671,19.40821918
416,BG,2021,Suckers,m,2,245,160,0.1003,1.338639653,0.01447178,4.583936324,0.06512301,1.653400868,114.0340087
428,BG,2021,Suckers,m,1,229,115,0.0831,0.322137405,0.030534351,3.103816794,0.009160305,1.132824427,55.1221374
525,GC,2021,Suckers,m,1,,,0.0748,0.409855208,0.117935544,2.589911256,0.088743578,0.817375058,50.92947221
540,GC,2021,Suckers,m,2,,,0.3524,1.151809356,0.079435128,7.248455428,0.044130627,1.47396293,55.01323919
41,DL,2021,Suckers,wb,1,44,1.15,0.1079,3.925564909,0.243686309,19.45945946,1.291537439,1.070004431,189.322109
42,DL,2021,Suckers,wb,2,38.5,0.4,0.0527,8.924092409,0.227722772,36.85808581,3.02970297,2.079207921,163.6072607
43,DL,2021,Suckers,wb,3,34.5,0.4,0.0309,12.39323843,0.444839858,42.8158363,3.358540925,2.081850534,213.838968
51,DL,2021,Suckers,l,2,480,1114,0.2154,0.394366197,0.781690141,12.03521127,0.091549296,1.232394366,110.4647887
229,DL,2022,Suckers,l,1,612,2640,0.0897,3.744769874,2.351464435,23.92887029,0.213389121,3.364016736,96.44769874
235,DL,2022,Suckers,l,4,488,1425,0.1455,0.972222222,2.010582011,79.18320106,0.198412698,2.685185185,165.2281746
336,BG,2021,Suckers,l,14,174,65,0.2806,0.771428571,0.342857143,23.08571429,0.257142857,2.228571429,119.6571429
47,DL,2021,Suckers,m,1,468,1056,0.3275,0.226932668,0.011221945,1.340399002,0.02244389,0.598503741,28.51995012
49,DL,2021,Suckers,m,2,480,1114,0.1494,0.283251232,0.013434841,1.334527541,0.033587103,0.798253471,24.26444245
52,DL,2021,Suckers,m,3,449,988.83056,0.4101,0.266468057,0.008275405,1.337305528,0.02979146,0.527970871,29.62760675
54,DL,2021,Suckers,m,4,460,1016.04608,0.1295,0.238280238,0.003885004,2.066822067,0.023310023,0.833980834,27.86842787
56,DL,2021,Suckers,m,5,430,816.4656,0.3082,0.253393665,0.004524887,1.340874811,0.021116139,0.68627451,22.81297134
58,DL,2021,Suckers,m,6,428,843.68112,0.3813,0.235355649,0.008716876,1.392956764,0.027894003,1.201185495,25.13772664
60,DL,2021,Suckers,m,7,479,1133.98,0.3404,0.241038319,0.004944376,1.343634116,0.013597033,0.577255871,31.35352287
62,DL,2021,Suckers,m,8,436,861.8248,0.3778,0.199004975,0.00785546,1.632626342,0.011783189,0.555119141,21.34852056
64,DL,2021,Suckers,m,9,436,861.8248,0.1116,0.320693828,0.005042356,1.413876563,0.014118596,0.695845099,23.88563937
228,DL,2022,Suckers,m,1,612,2640,0.1454,0.894691781,0.008561644,1.666666667,0.054223744,1.057363014,20.13127854
232,DL,2022,Suckers,m,2,583,1980,0.1422,-0.002047502,0,-0.036855037,0,-0.01023751,-0.155610156
234,DL,2022,Suckers,m,3,460,1045,0.803,0.439400716,0.00559034,1.195214669,0.017889088,0.761404293,25.27504472
236,DL,2022,Suckers,m,4,488,1425,0.0962,0.27723924,0.007754944,1.496704149,0.015509888,0.715393563,25.75416828
238,DL,2022,Suckers,m,5,520,1615,0.4187,0.719885959,0.005345688,1.051318603,0.010691376,1.913756237,27.60334996
306,BG,2022,Suckers,m,1,470,1215,0.1124,0.387735237,0.011356262,1.32706035,0.012978585,0.84523037,20.54023361
309,BG,2022,Suckers,m,2,430,880,0.1487,0.57542544,0.012979521,1.9180848,-0.001442169,0.422555524,25.09374099
335,BG,2021,Suckers,m,15,534,1700,0.2579,0.196695515,0.028848676,1.435877262,0.036716496,0.849724626,32.2134802
351,BG,2021,Suckers,m,14,174,65,0.1397,0.414046122,0.00873515,1.090146751,0.01222921,0.751222921,40.6219427
410,BG,2021,Suckers,m,4,490,1345,0.0674,0.547619048,0.014550265,1.092592593,0.005291005,0.871693122,21.3505291
411,BG,2021,Suckers,m,3,476,1170,0.0248,0.427112349,0.828690808,8.785979573,0.756731662,1.552924791,67.38857939
413,BG,2021,Suckers,m,15,534,1700,0.045,0.258598397,0.00646496,1.099043186,0.003878976,1.031807603,17.95448668
437,BG,2021,Suckers,m,8,478,1195,0.4481,0.192795535,0.005073567,1.003297818,0.02283105,0.774987316,26.01471334
526,GC,2021,Suckers,wb,2,38,0.47,0.1344,3.828006088,0.251141553,28.33333333,2.914764079,1.750380518,149.56621
537,GC,2021,Suckers,wb,1,36,0.3,0.326,3.321479374,0.248933144,23.314367,2.588904694,1.571834993,133.6059744
76,DL,2021,MWF,g,2,443,870,0.0838,0.471438403,0.196145905,3.386097729,0.464556091,4.824501032,74.61803166
79,DL,2021,MWF,g,3,438,766,0.1058,0.609284333,0.449709865,6.460348162,1.155705996,4.284332689,75.64796905
82,DL,2021,MWF,g,4,365,458,0.1412,0.486111111,0.202991453,2.938034188,0.908119658,3.125,65.65705128
85,DL,2021,MWF,g,5,266,168,0.0954,0.784832451,0.379188713,4.567901235,0.317460317,6.754850088,101.5696649
88,DL,2021,MWF,g,6,390,636,0.343,0.829351536,0.160409556,3.518771331,1.092150171,1.651877133,64.07167235
213,DL,2022,MWF,g,1,351,485,0.0993,0.773849233,0.376917945,7.391594396,0.723815877,9.292861908,100.8038692
216,DL,2022,MWF,g,2,262,200,0.0988,0.666666667,0.289855072,2.644927536,0.333333333,5.311594203,104.1086957
220,DL,2022,MWF,g,3,431,860,0.1404,0.51441933,0.358534684,3.733437256,0.639127046,7.084957132,82.22525331
222,DL,2022,MWF,g,4,438,820,0.0773,1.708571429,0.194285714,6.24,1.931428571,1.851428571,77.60571429
227,DL,2022,MWF,g,5,362,500,0.0797,0.979477612,0.275186567,3.17630597,0.47108209,4.258395522,93.85727612
242,GC,2022,MWF,g,1,405,690,0.3128,0.667155425,0.410557185,3.350439883,0.593841642,6.524926686,83.05718475
245,GC,2022,MWF,g,15,244,155,0.3905,0.345501956,0.162972621,2.438070404,0.254237288,10.84093872,100.6062581
248,GC,2022,MWF,g,3,250,145,0.3655,0.353053435,0.229007634,3.769083969,0.295801527,14.47519084,120.3530534
301,GC,2022,MWF,g,8,330,370,0.0355,0.458656331,0.187338501,2.235142119,0.213178295,6.117571059,87.66149871
304,GC,2022,MWF,g,9,426,835,0.2257,0.690509915,0.385977337,2.779745042,2.089235127,2.489376771,78.36402266
321,BG,2022,MWF,g,11,435,750,0.1195,0.39874552,0.506272401,3.566308244,1.308243728,13.28853047,92.05197133
325,BG,2022,MWF,g,8,361,460,0.3021,1.00877193,0.438596491,6.319776715,1.263955343,11.77033493,127.3205742
326,BG,2022,MWF,g,10,430,815,0.3861,0.507159905,1.097852029,4.910501193,1.19928401,4.994033413,101.0381862
331,BG,2022,MWF,g,2,452,955,0.4958,0.510204082,0.170068027,2.886904762,1.56037415,4.115646259,76.02040816
334,BG,2022,MWF,g,1,426,762,0.4472,0.450856628,0.243462579,4.57619477,0.536519387,5.861136159,92.35798016
408,BG,2021,MWF,g,2,170,45,0.2601,0.462616822,0.495327103,3.913551402,0.406542056,20.06542056,106.1845794
409,BG,2021,MWF,g,5,282,260,0.0499,0.465628672,0.00440658,1.498237368,0.016157462,0.586075206,37.79817861
433,BG,2021,MWF,g,15,534,1700,0.4087,0.285326087,0.163043478,1.518342391,0.27513587,3.785665761,38.14538043
442,GC,2021,MWF,g,1,307,325,0.2266,0.447860963,0.381016043,3.75,0.655080214,10.20721925,114.8796791
77,DL,2021,MWF,l,2,443,870,0.1176,0.773333333,0.577777778,435.52,0.111111111,6.56,205.0222222
80,DL,2021,MWF,l,3,438,766,0.214,0.81641286,4.035532995,28.48984772,0.194585448,5.837563452,151.036379
83,DL,2021,MWF,l,4,365,458,0.1115,0.706028076,0.879438481,14.01734104,0.123864575,9.149463254,126.4450867
86,DL,2021,MWF,l,5,266,168,0.1482,0.061784897,0.035469108,0.934210526,0.013157895,1.554919908,9.339816934
89,DL,2021,MWF,l,6,390,636,0.4787,0.429491768,2.451682176,15.77666428,0.182534001,6.252684324,89.04080172
214,DL,2022,MWF,l,1,351,485,0.0445,0.60687795,0.347269049,11.01146325,0.124747134,6.86109238,119.6999326
218,DL,2022,MWF,l,2,262,200,0.0685,0.382534776,0.193199382,10.32457496,0.061823802,12.16383308,136.4296754
221,DL,2022,MWF,l,3,431,860,0.0511,0.507859734,1.438935913,10.30834341,0.253929867,6.039903265,98.58524788
224,DL,2022,MWF,l,4,438,820,0.0842,20.0540906,3.427991886,21.07843137,0.256930358,5.057471264,126.402975
226,DL,2022,MWF,l,5,362,500,0.0972,0.754716981,0.731132075,9.017295597,0.110062893,7.775157233,106.6666667
241,GC,2022,MWF,l,8,330,370,0.3536,3.954613095,3.939732143,3.939732143,4.203869048,4.263392857,24.30059524
244,GC,2022,MWF,l,1,405,690,0.4281,0.795214638,1.171710063,11.01688951,0.267417312,9.683321605,111.3476425
246,GC,2022,MWF,l,15,244,155,0.3463,0.850439883,0.410557185,9.413489736,0.065982405,6.634897361,92.28005865
249,GC,2022,MWF,l,3,250,145,0.4186,1.014018692,0.182242991,8.172897196,0.056074766,6.808411215,153.5140187
303,GC,2022,MWF,l,9,426,835,0.0292,0.751724138,3.889655172,19.77241379,0.24137931,5.372413793,182
320,BG,2022,MWF,l,11,435,750,0.071,0.817988669,0.800283286,9.390934844,0.251416431,6.487252125,118.8916431
324,BG,2022,MWF,l,8,361,460,0.4466,0.838565022,0.964125561,7.914798206,0.170403587,11.26457399,224.5156951
328,BG,2022,MWF,l,10,430,815,0.2868,0.777616279,2.082122093,9.712936047,0.188953488,5.715843023,191.0210756
329,BG,2022,MWF,l,2,452,955,0.4045,0.398322851,1.546121593,10.29874214,0.283018868,10.61320755,112.4737945
333,BG,2022,MWF,l,1,426,762,0.2442,0.36099865,1.255060729,10.6511471,0.165317139,13.55937922,107.4696356
439,GC,2021,MWF,l,11,252,165,0.0955,0.474919957,0.581643543,13.9167556,0.112059765,19.92529349,114.3916756
538,GC,2021,MWF,l,11,252,165,0.2902,0.554705432,0.313695486,8.006885998,0.053557766,13.94032135,134.716909
75,DL,2021,MWF,m,2,443,870,0.1254,0.355595208,0.006372674,0.842467499,0.006372674,0.611776702,11.4542442
78,DL,2021,MWF,m,3,438,766,0.1109,0.178571429,0.034340659,1.3003663,0.044642857,0.907738095,15.5139652
81,DL,2021,MWF,m,4,365,458,0.2944,0.241834954,0.007479432,1.043380703,0.011219147,0.832710047,12.31987036
84,DL,2021,MWF,m,5,266,168,0.1376,0.325786164,0.008805031,1.793710692,0.005031447,1.28427673,21.68050314
87,DL,2021,MWF,m,6,390,636,0.3965,0.480209546,0.014551804,1.116123399,0.005820722,0.56024447,13.82130384
90,DL,2021,MWF,m,7,400,644,0.2967,0.268557634,0.004526252,0.988231744,0.006035003,0.695534098,13.96801448
215,DL,2022,MWF,m,1,351,485,0.1355,0.322700297,0.005563798,1.066394659,0.003709199,0.752967359,16.38353116
217,DL,2022,MWF,m,2,262,200,0.0781,0.251516233,0.003567606,1.32001427,0.017838031,1.403853015,19.57188726
219,DL,2022,MWF,m,3,431,860,0.0534,0.295352324,0.013493253,1.169415292,0.007496252,0.766116942,15.24437781
223,DL,2022,MWF,m,4,438,820,0.0869,0.81471296,0.012031626,1.139566861,0.015469233,0.742523204,33.75730492
225,DL,2022,MWF,m,5,362,500,0.1027,0.240292195,0.013456363,1.049596309,0.003844675,0.891964629,19.98269896
240,GC,2022,MWF,m,1,405,690,0.2618,0.240712661,0.015163002,0.951478393,0.018953753,0.826383624,14.36694466
243,GC,2022,MWF,m,8,330,370,0.4414,0.3125,0.0046875,1.1421875,0.003125,0.8546875,23.053125
247,GC,2022,MWF,m,3,250,145,0.3825,0.207909276,0.004361733,1.224193079,0.002907822,1.203838325,21.99331201
250,GC,2022,MWF,m,15,244,155,0.4203,0.287110568,0.009163103,1.527183873,0.013744655,1.704337202,22.73365913
302,GC,2022,MWF,m,9,426,835,0.0416,0.40797546,0.02607362,0.826687117,0.006134969,0.680981595,15.77607362
322,BG,2022,MWF,m,11,435,750,0.1512,0.21185372,0.018915511,1.121059269,0.022698613,1.021437579,16.55233291
323,BG,2022,MWF,m,8,361,460,0.401,0.285714286,0.00728863,1.325072886,0.014577259,1.314868805,19.09912536
327,BG,2022,MWF,m,10,430,815,0.3315,0.238144976,0.026112388,0.830373929,0.005222478,0.838729893,18.20660121
330,BG,2022,MWF,m,2,452,955,0.3819,0.210650489,0.00842602,1.014492754,0.003370408,0.910010111,13.96191439
332,BG,2022,MWF,m,1,426,762,0.3504,0.337643678,0.007183908,0.998563218,0.069444444,0.842911877,13.45785441
414,BG,2021,MWF,m,15,534,1700,0.0412,1.338639653,0.01447178,4.583936324,0.06512301,1.653400868,114.0340087
418,GC,2021,MWF,m,9,263,170,0.0221,0.258442453,0.005168849,1.319779462,0.00172295,1.812543074,21.9279807
426,GC,2021,MWF,m,11,252,165,0.0347,0.27332705,0.00628338,1.201696513,0.00314169,1.698083569,18.25007854
429,BG,2021,MWF,m,5,282,260,0.1437,0.180035129,0.004391101,1.466627635,0.010245902,1.285128806,18.27283372
431,BG,2021,MWF,m,2,170,45,0.322,0.377612947,0.025286581,1.616655428,0.0724882,1.363789616,25.13486177
432,BG,2021,MWF,m,4,385,660,0.2587,0.736589271,0.036028823,2.321857486,0.036028823,2.333867094,51.21297038
440,GC,2021,MWF,m,10,258,185,0.143,0.225595914,0.011350738,1.340805902,0.004256527,0.908059024,20.55902384
443,GC,2021,MWF,m,14,390,715,0.2266,0.198911935,0.011900714,1.171370282,0.015300918,0.878952737,13.53621217
530,BG,2021,MWF,m,1,312,365,0.0725,0.289619265,0.006508298,1.262609828,0.011389522,0.850959974,15.05694761
32,DL,2021,RSSH,wb,1,25,0.22,0.1719,3.386773547,0.250501002,14.36873747,1.422845691,1.432865731,245.5210421
33,DL,2021,RSSH,wb,2,25,0.31,0.3174,4.302670623,0.356083086,50.9421365,2.121661721,1.543026706,218.0267062
34,DL,2021,RSSH,wb,3,21,0.18,0.2805,4.193548387,0.302419355,14.71774194,1.834677419,1.22983871,235
35,DL,2021,RSSH,wb,4,26,0.24,0.1206,2.774064171,0.193850267,13.09491979,1.203208556,1.21657754,198.6096257
36,DL,2021,RSSH,wb,5,25,0.21,0.3084,3.155555556,0.255555556,13.31111111,0.755555556,1.222222222,199.5111111
37,DL,2021,RSSH,wb,6,24,0.2,0.3013,2.985436893,0.254854369,12.2815534,0.776699029,1.322815534,225.8980583
38,DL,2021,RSSH,wb,7,26,0.27,0.1177,1.957773512,0.19193858,10.65259117,0.547024952,1.247600768,195.3358925
39,DL,2021,RSSH,wb,8,27,0.2,0.0539,2.193419741,0.249252243,10.3439681,0.54336989,1.655034895,193.2552343
354,BG,2021,RSSH,wb,1,20,0.61,0.0827,3.281733746,0.278637771,23.18369453,3.054695562,2.765737874,237.4871001
355,BG,2021,RSSH,wb,2,20,0.79,0.1479,2.253106606,0.353172008,20.77501635,2.697841727,2.943100065,229.8855461
356,BG,2021,RSSH,wb,3,20,0.67,0.0636,2.173913043,0.245995423,17.9805492,1.939359268,2.946224256,230.0629291
357,BG,2021,RSSH,wb,4,20,0.57,0.3923,1.766698935,0.387221684,18.08325266,1.665053243,2.666989351,225.5517909
358,BG,2021,RSSH,wb,5,20,0.51,0.4368,2.773393461,0.298759865,16.09921082,1.623449831,2.576099211,245.3945885
